source	index	content	tag
ep-02-12-17.txt	564	Esta manhã falámos, nesta assembleia, da crise de febre aftosa de 2001. Na resolução que foi aprovada esta manhã, insistimos de novo na promoção da investigação em diversas áreas. No que diz respeito ao orçamento do ano transacto, a Comissão teve todas as oportunidades nesse sentido, pois mesmo antes de a Comissão Temporária ter sido criada este Parlamento já se havia pronunciado a favor do início dessa investigação. Por ocasião da primeira leitura, em Outubro, eu disse também que a Comissão deveria realizar investigação em duas áreas, vacinas marcadas e sistemas de seguro. Tanto quanto sei, até à data, a decisão da Autoridade Orçamental tem vindo a ser protelada e a Comissão não começou ainda a assinar contratos - e gostaria de salientar uma vez mais o quanto lamento esse facto.	<P>
ep-02-12-17.txt	565	Na semana passada, tivemos Copenhaga. Claro está que se falou aí abundantemente de dinheiro. Neste contexto, cabe frisar que temos programas para a Europa Oriental que deveriam estar a ser executados neste preciso momento, mas que esse processo é extremamente moroso. Julgo que esse é o grande perigo que enfrentaremos nos próximos anos, nomeadamente o de fazermos o nosso melhor para executar o maior número possível de programas na Europa Oriental, mas não conseguirmos muito simplesmente fazê-lo. Penso que a Comissão terá de consagrar uma atenção especial a este assunto.	<P>
ep-02-12-17.txt	566	Por último, gostaria de dizer que espero que, com o novo sistema de orçamentação baseada em actividades, previsto para o próximo ano, o processo orçamental se desenrole de forma tão harmoniosa como este ano.	"<SPEAKER ID=165 LANGUAGE=""EN"" NAME=""Dover (PPE-DE)."">"
ep-02-12-17.txt	567	Senhor Presidente, é com o maior prazer que registo que a elaboração do orçamento para 2003 correu de modo maravilhoso. Foi um privilégio participar nas reuniões de conciliação intercalares e de fim do ano, em que houve debate construtivo e equilibrado e se estabeleceram compromissos. Queria enaltecer o senhor Comissário Kinnock pelas reformas que empreendeu na Comissão, embora tenha ficado por resolver uma questão. Estou encantado de ver aqui hoje a senhora Comissária Schreyer, para falar de controlo contabilístico, esperemos.	<P>
ep-02-12-17.txt	568	Ao longo da passagem do presente orçamento por esta Câmara, nós, Conservadores e Partido Popular Europeu, tentámos deixar claro que necessitávamos de um controlo contabilístico melhor e mais apertado. Sem isso, não libertaríamos certas verbas nem autorizaríamos certos níveis de pessoal. É uma questão absolutamente vital. É lastimável que a Comissão dos Orçamentos, ao debruçar-se sobre o orçamento numa perspectiva de futuro, acabe por esbarrar em implicações de controlo orçamental, e haja um certo desfasamento entre as duas coisas. É preciso que não haja incongruências, e estou encantado pelo facto de a senhora Comissária Schreyer estar aqui hoje para tratar essa questão.	<P>
ep-02-12-17.txt	569	Olhando ao futuro, é vital concretizar a reforma da política agrícola comum conforme programado e sem atrasos, pela importância vital que isso tem para o alargamento e para o pagamento equilibrado de subsídios razoáveis - digo razoáveis e sublinho a palavra - aos países em vias de adesão. Louvo o facto de o orçamento da União Europeia representar uma boa aquisição. Conseguimos reduzir a percentagem do produto interno bruto gasta no orçamento, que agora mal ultrapassa 1%, cifrando-se em 1,02%. Louvo todas as pessoas envolvidas no processo, particularmente os relatores, pelo grande sucesso que constitui o orçamento a que chegaram.	"<SPEAKER ID=166 LANGUAGE=""ES"" NAME=""Dührkop Dührkop (PSE)."">"
ep-02-12-17.txt	570	Senhor Presidente, cingirei a minha breve intervenção à pesca. Devo salientar que a segunda leitura, na qual aprovaremos os acordos internacionais em matéria de pesca que não colocaram grandes problemas, não passa de uma mera formalidade. Todavia, a principal batalha que travámos foi satisfazer o compromisso contraído no ano passado no sentido de paliar os efeitos sobre a frota de pesca comunitária que operava nas águas de Marrocos, face à impossibilidade de alcançar um acordo com este país para renovar o acordo de pesca.	<P>
ep-02-12-17.txt	571	É sabido que o Conselho, pese embora ter contraído este compromisso no seu projecto de orçamento para o exercício de 2003, suprimiu os 27 milhões de euros previstos pela Comissão no anteprojecto de orçamento. Todavia, o Parlamento Europeu - fundamentalmente através do seu relator socialista para as perspectivas financeiras, senhor deputado Colom i Naval -, com o apoio do Grupo do Partido dos Socialistas Europeus, conseguiu chegar a uma solução para esta questão, adoptando 15 milhões de euros de transferências no encerramento do exercício de 2002 e 12 milhões de euros através da mobilização do instrumento de flexibilidade para o exercício de 2003.	<P>
ep-02-12-17.txt	572	O meu grupo, obviamente, irá dar o seu apoio a este acordo em segunda leitura. Votará a favor deste acordo pelo qual lutou e que impulsionou, e espero que fique suficientemente claro o papel dos deputados europeus socialistas, durante as negociações como na sua conclusão. Insisto nesta questão, Senhor Presidente, para evitar, de novo, as infundadas acusações de boicote contínuo feitas pelo Presidente do Governo espanhol, senhor José María Aznar, contra o Grupo do Partido dos Socialistas Europeus, sem quaisquer escrúpulos, numa tentativa, como sempre, de confundir a opinião pública.	"<SPEAKER ID=167 LANGUAGE=""ES"" NAME=""Naranjo Escobar (PPE-DE)."">"
ep-02-12-17.txt	573	Senhor Presidente, Senhora Comissária, Senhoras e Senhores Deputados, em 2003 o actual período das perspectivas financeiras atingirá metade da sua vigência. Estamos perante o primeiro processo orçamental que arrosta com êxito as consequências do alargamento no que diz respeito às despesas administrativas. Na minha óptica, trata-se de um bom ponto de partida para se enfrentarem futuras dificuldades.	<P>
ep-02-12-17.txt	574	É de justiça salientar que os esforços para alcançar um acordo na conciliação de Julho foram bem sucedidos e permitir-nos-ão votar amanhã a favor do orçamento para 2003. É escusado dizer que felicito vivamente, por isso, os relatores, senhores deputados Färm e Stenmarck, e o presidente da nossa Comissão dos Orçamentos.	<P>
ep-02-12-17.txt	575	O conjunto dos compromissos assumidos na conciliação, e contidos nas declarações, indicia um evidente passo em frente para o Parlamento na tomada de decisões com consequências orçamentais e um passo em frente em termos de assegurar um melhor controlo da execução orçamental e dos compromissos pendentes.	<P>
ep-02-12-17.txt	576	Foi aqui feita referência a um tema muito importante para o meu país: dar solução à segunda fase do financiamento das frotas de pesca espanhola e portuguesa face à sua impossibilidade de operar em águas marroquinas. Gostaria de dizer sinceramente à minha colega Dührkop Dührkop que partilhamos os seus objectivos, mas não os métodos nem as observações que acabámos de ouvir aqui.	<P>
ep-02-12-17.txt	577	Penso que estamos perante um bom exemplo de colaboração interinstitucional. Tanto a Comissão como o Parlamento e o Conselho conseguiram alcançar um acordo, e penso que, no momento actual, quando regiões como a Galiza estão a sofrer as consequências de uma catástrofe de enormes proporções, o facto de as nossas instituições fazerem prova da sua sensibilidade e solidariedade é algo positivo que podemos transmitir aos cidadãos.	<P>
ep-02-12-17.txt	578	Devo também dizer que, mais uma vez, as receitas para o próximo exercício afectarão um montante significativo através dos excedentes do ano anterior. A esta situação, que revela uma crónica subutilização das dotações para pagamentos em determinados domínios, deve pôr-se termo.	<P>
ep-02-12-17.txt	579	Dirijo-me ao Conselho para lhe dizer que não pode ignorar nem menosprezar as prioridades políticas do Parlamento e que não deve repetir-se a perda de créditos, como irá acontecer com o financiamento comunitário do Europol para certas acções da luta contra o terrorismo, pela simples razão de que o Conselho não quer submeter-se ao controlo desta Câmara.	"<SPEAKER ID=168 LANGUAGE=""IT"" NAME=""Pittella (PSE)."">"
ep-02-12-17.txt	580	Senhor Presidente, Senhora Comissária, caros colegas, gostaria também de agradecer aos relatores gerais, os senhores deputados Färm e Stenmarck, pela forma inteligente como trataram o assunto e por terem conseguido um compromisso que nos permitiu alcançar o nosso objectivo com um resultado globalmente satisfatório para o Parlamento. Em relação a algumas decisões, como muitos dos senhores sabem, manifestei algumas reticências: refiro-me em especial ao corte das dotações para pagamentos para a categoria 2 dos Fundos Estruturais. No entanto, embora não encare com entusiasmo o compromisso alcançado, compreendo a forma como ele foi conseguido, tendo em conta a enorme pressão dos Estados-Membros para reduzir o montante dos pagamentos que, infelizmente, crescem a uma taxa inferior à da inflação.	<P>
ep-02-12-17.txt	581	Não pretendo abordar o conteúdo do orçamento mas sim falar de outra coisa. Este é um orçamento de transição: como recordou Ralf Walter, ele revela-nos a dura realidade dos números, os quais reflectem, uma vez mais, a miserabilista rigidez dos Estados. Só quem for cego é que não repara que iniciámos uma nova época da história europeia. Copenhaga é uma etapa histórica. Quem acreditou no alargamento devia ter realmente capacidades visionárias, as mesmas que, antes de nós, tiveram Spinelli, Monnet e Schuman. Será realmente impossível, também no que respeita ao orçamento, voltarmos uma vez mais a ser visionários? Não podemos construir uma grande potência europeia com Estados miserabilistas. Será que há-de vir um dia em que as Perspectivas Financeiras sejam estabelecidas por um rasgo de generosidade, por exemplo, da Holanda, em que o Fundo de Solidariedade seja inteiramente financiado, por exemplo, pelo Luxemburgo, em que a Comissão do Controlo Orçamental nos peça para gastarmos mais e não menos, em que os Estados-Membros não calculem aquilo que entra e aquilo que sai dos seus bolsos mas sim aquilo de que a Europa realmente necessita para responder às necessidades dos seus cidadãos?	"<SPEAKER ID=169 LANGUAGE=""DE"" NAME=""Jeggle (PPE-DE)."">"
ep-02-12-17.txt	582	Senhor Presidente, Senhora Comissária, Senhoras e Senhores Deputados, a par do alargamento e da política externa, a política agrícola e a política estrutural são os eixos fundamentais do orçamento. É bom que assim seja, uma vez que o orçamento europeu foi, na sua origem, um orçamento agrícola. Há que relembrá-lo, quando se olha para a política do Conselho nas suas grandes linhas.	<P>
ep-02-12-17.txt	583	É absurdo sobrecarregar sucessivamente o orçamento europeu com novas missões da Comunidade, sem se dizer qual será a proveniência das dotações para essas novas missões. Em meu entender, do orçamento agrícola é que não deveria ser! Não vejo que seja necessariamente nossa função zelarmos pela solidez dos orçamentos nacionais, com esta divisão de tarefas!	<P>
ep-02-12-17.txt	584	Nessa medida, as modificações adoptadas pelo Conselho resultantes da primeira leitura do Parlamento Europeu são também um tema ambíguo, naturalmente. Por um lado, regozijo-me pelo facto de os cortes lineares nas linhas da rubrica 1A terem sido rejeitados pelo Conselho em 25% dos casos. Por outro lado, gastamos com isso mais 200 milhões de euros relativamente ao projecto de orçamento, apesar de se manter uma margem de 2,6 mil milhões de euros relativamente ao limite superior fixado. São verbas que ficam a faltar, a título de apoios concretos ao rendimento. Até se retiraram dotações ao reforço do segundo pilar, requerido por todas as partes. Pronuncio-me claramente a favor da promoção e desenvolvimento do espaço rural, se proporcionarem às pessoas que o habitam razões para ficarem e se as dotações não forem esbanjadas em obras municipais de fachada ou alimentarem projectos nacionais de contornos ideológicos.	<P>
ep-02-12-17.txt	585	No que respeita às cartas rectificativas da Comissão, saúdo o facto de a Comissão adoptar algumas propostas do Parlamento resultantes da primeira leitura e, em particular, de as restituições à exportação não sofrerem mais reduções.	<P>
ep-02-12-17.txt	586	Para concluir, é importante para mim voltar a salientar que o orçamento agrícola está exposto a um ataque em duas frentes. Por um lado, o Conselho procura financiar sucessivamente novas missões a partir do sector agrícola e, por outro, os agricultores deixam de beneficiar de apoios ao rendimento, provenientes do primeiro pilar, devido às transferências para um segundo pilar ainda por definir. Considero ambos os procedimentos desleais e quero afirmá-lo claramente perante esta assembleia.	"<SPEAKER ID=170 LANGUAGE=""NL"" NAME=""Pronk (PPE-DE)."">"
ep-02-12-17.txt	587	Penso que, como já tantas vezes foi repetido, podemos realmente congratular-nos com este orçamento. Contudo, depois de ter ouvido todos os intervenientes neste longo debate, pergunto-me se aquilo que estamos a viver hoje não será a bonança que precede a tempestade. Desta feita, tudo correu pelo melhor, o processo desenrolou-se de forma satisfatória, mas houve coisas que adiámos para mais tarde. Como correrão as coisas no ano que vem? Como poderá este orçamento continuar a desempenhar, no longo prazo, a função que neste momento desempenha, quando dele se fala de uma forma tão bombástica? Quando ouvimos cada um dos ministros das Finanças, parece que a maior parte dos seus problemas reside neste orçamento europeu. Explico às pessoas, nos Países Baixos, que em cada cem euros que ganham elas pagam quarenta e três euros de impostos, e que só um euro desse montante vai parar à União Europeia. No entanto, todos se perguntam por que motivo se gasta tanto, apesar de, em termos nacionais, se tratar de um valor relativamente reduzido. Temo que uma das razões resida no facto de isso ser uma falsa pista, pois nesse caso é escusado falar dos muitos biliões que são gastos a nível nacional. As pessoas têm relutância em se debruçar sobre esses biliões, mas estão sempre dispostas a falar de um montante relativamente insignificante, sobretudo porque esse dinheiro vai supostamente parar ao estrangeiro e, por isso, é sempre mais fácil falar dele. Por conseguinte, penso que precisamos de ter em conta esse facto.	<P>
ep-02-12-17.txt	588	Se olharmos, por exemplo, para as despesas com a defesa - que são todas nacionais, naturalmente -, verificamos que gastamos aproximadamente metade daquilo que os americanos gastam, mas que obtemos apenas 10% do rendimento. Assim, podemos ver facilmente que uma abordagem colectiva numa política dessa natureza pode solucionar muito mais problemas do que fazer tudo isso separadamente. Penso que esse tipo de comentários têm sido ouvidos com muito pouca frequência nos últimos tempos. Todos estarão, por certo, demasiado preocupados com um montante relativamente pequeno. Isso paira sobre as nossas cabeças, e é essa, a meu ver, a bonança que ainda estamos a sentir e que poderá transformar-se numa tempestade, no momento em que formos confrontados com as consequências do alargamento. Conseguiremos sobreviver, implantámos bases sólidas nesse sentido, mas precisamos de estar certos de que conseguiremos realmente superar essa tormenta.	"<SPEAKER ID=171 LANGUAGE=""DE"" NAME=""Laschet (PPE-DE)."">"
ep-02-12-17.txt	589	Senhor Presidente, caros colegas, a política externa, em termos clássicos, cabe ao poder executivo, inclusivamente nos Estados nacionais. Contudo, para determinadas actividades de política externa, as dotações têm de ser aprovadas pelo Parlamento. O direito orçamental é, num parlamento nacional, o método clássico para se exercer também controlo parlamentar sobre a política externa. Nessa medida, estamos muito satisfeitos pelo facto de, com este orçamento, termos dado mais um passo no sentido do controlo parlamentar da política externa e de segurança comum. Há um acordo com o Conselho, que se comprometeu, no futuro, antes de tomar decisões - em especial as relativas a acções comuns -, a informar o Parlamento, a Comissão dos Assuntos Externos e a Comissão dos Orçamentos, e a fazê-lo numa altura em que ainda seja possível exercer influência sobre a globalidade da acção. O apelo que daqui dirigimos à Convenção é que isto seja efectivamente estabelecido e reforçado na Constituição europeia em gestação. Ninguém quer pôr em causa o direito de os Estados-Membros decidirem de forma autónoma em matéria de política externa. Porém, se se espera que o Parlamento disponibilize dotações, há que informá-lo previamente.	<P>
ep-02-12-17.txt	590	Nos anos anteriores, assistimos a muitos exemplos de situações em que foram feitas promessas em matéria de política externa e, no final do nosso processo orçamental, foi passada a incumbência de se realizarem essas dotações recorrendo a poupanças no orçamento, onde quer que fosse. O senhor deputado Bourlanges definiu em tempos essa prática do seguinte modo: 'A reconstrução da antiga Jugoslávia, nos Balcãs, foi paga pela África, pois tivemos de economizar nesta região, para a viabilizarmos.? Para que não volte a acontecer isso no futuro, para que a competência em matéria de política externa esteja em consonância com o processo orçamental, este acordo com o Conselho constitui um passo importante, e exortamos a Convenção a ter isto em conta nos seus trabalhos.	"<SPEAKER ID=172 LANGUAGE=""DE"" NAME=""Rübig (PPE-DE)."">"
ep-02-12-17.txt	591	Senhor Presidente, Senhoras e Senhores Deputados, para mim, na qualidade de relator da Comissão da Indústria, do Comércio Externo, da Investigação e da Energia, há que debater quatro domínios que se revestem de grande importância para nós. Primeiro, trata-se do comércio externo. Está iminente a próxima ronda da OMC. Creio que é particularmente importante a abordagem no sentido de passarmos da promoção dos produtos para a promoção da qualidade e que a mesma terá um enorme significado para a Europa.	<P>
ep-02-12-17.txt	592	Segundo, é premente o acompanhamento da OMC por uma assembleia parlamentar. Notamos que se torna cada vez mais forte a pressão das ONG e que é cada vez mais importante o debate político em matéria de globalização. Terceiro, nós próprios, no Parlamento, temos de intensificar as actividades no sentido de estarmos à altura dos desafios colocados por um perfil da OMC orientado para o futuro. Afinal, cerca de 20% dos nossos postos de trabalho na União Europeia dependem desta questão.	<P>
ep-02-12-17.txt	593	Relativamente à indústria, quero salientar que se conseguiu, de uma forma muito bem sucedida, promover as regiões fronteiriças, em especial as pequenas e médias empresas. A rubrica B5-510 também teria sido perfeitamente adequada para acolher o reforço do orçamento necessário à associação das câmaras de comércio 'Arge 28?. Esta solução foi objecto de discussão e considero que é bastante apropriada. Um outro factor consiste em terem de ser ponderadas, no quarto programa plurianual, as alternativas de financiamento no que se refere a Basileia II. Creio que estes programas são muito importantes para o futuro. Queremos lançar uma acção preparatória, em particular no próximo ano, para ajudar aqui em especial as pequenas e médias empresas a cumprirem os requisitos de Basileia II. No que respeita ao domínio da investigação e desenvolvimento, a afectação específica de fundos para as PME é particularmente de saudar e creio que os 3 mil milhões que vão ser gastos no próximo ano poderão também constituir um impulso para melhorar o desenvolvimento económico.	<P>
ep-02-12-17.txt	594	Quarto e último ponto: a energia inteligente. Também aqui creio que demos o passo correcto no sentido de um abastecimento, segurança e eficiência energéticos, em particular tendo em conta as pequenas e médias empresas.	"<SPEAKER ID=173 NAME=""Schreyer"">"
ep-02-12-17.txt	595	Senhor Presidente, Senhoras e Senhores Deputados, quero apenas pronunciar-me de forma muito sucinta relativamente a algumas questões que foram colocadas: por um lado, como é óbvio, a execução orçamental. Quero salientar aqui que, justamente no que respeita aos projectos-piloto e às acções preparatórias, se voltou a conseguir estabelecer um compromisso muito positivo no presente processo orçamental, nomeadamente pelo facto de poder haver uma votação prévia relativamente a determinados aspectos da execução, para que aquilo que foi decidido pela autoridade orçamental no processo orçamental possa ser efectivamente executado com celeridade pela Comissão.	<P>
ep-02-12-17.txt	596	A senhora deputada Buitenweg perguntou qual é o número de lugares para o domínio do ambiente, incluindo a preparação das funções associadas ao alargamento, pois também a legislação ambiental tem de ser implementada logo a partir do primeiro dia - o que está inteiramente correcto -, desde que não estejam previstas disposições transitórias; contudo, importa acompanhar também as disposições transitórias. A Direcção-Geral do Ambiente irá contar com mais 18 lugares para a preparação do alargamento e ainda outros resultantes de transferências - uma vez concluída na próxima quinta-feira a vossa votação relativa ao orçamento para 2003 -, pelo que, no decurso do ano de 2003, a Direcção-Geral do Ambiente disporá de mais 33 lugares.	<P>
ep-02-12-17.txt	597	Quero referir-me àquilo que foi mencionado pelo senhor deputado Walter na sua intervenção, relativamente à adaptação das Perspectivas Financeiras na sequência do alargamento. Posso assegurar-lhe com toda a sinceridade, Senhor Deputado, que a Comissão salientou com todo o rigor que a adaptação das Perspectivas Financeiras não algo que já esteja praticamente decidida a priori, mas que deverá ser decidida em conjunto pelo Parlamento e pelo Conselho, mediante proposta da Comissão. Também vejo isso do mesmo modo que o senhor deputado: agora, em Copenhaga, foram fixados os limites máximos, mas as adaptações, digamos, de pormenor, que importa promover têm de ser decididos no âmbito de um trabalho em comum. Ficaria muito satisfeita se fosse possível fixar o calendário da forma que tenciona fazê-lo a próxima Presidência grega, para que seja de facto possível promover já no primeiro trílogo as conversações essenciais nesta matéria. 	<P>
ep-02-12-17.txt	598	O senhor deputado Graefe zu Baringdorf - que já não está na sala - abordou o tema das resoluções do Parlamento em matéria das despesas no domínio da política agrícola. A Comissão partilha inteiramente a opinião de que, no futuro, deveria ser abolida a distinção entre despesas obrigatórias e não obrigatórias e, com ela, a diferenciação dos direitos que assistem ao Parlamento, devendo o Parlamento Europeu passar a ter plena competência orçamental. Creio que o presente processo orçamental voltou justamente a demonstrar que o orçamento europeu, no fundo, só fica a ganhar com isso.	"<SPEAKER ID=174 NAME=""Presidente."">"
ep-02-12-17.txt	599	Está encerrado o debate.	<P>
ep-02-12-17.txt	600	A votação terá lugar na quinta-feira, às 11H30.	<P>
ep-02-12-17.txt	601	(A sessão, suspensa às 16H55, é reiniciada às 17H00)	"<SPEAKER ID=176 NAME=""Presidente."">"
ep-02-12-17.txt	602	Seguem-se na ordem do dia as comunicações da Comissão sobre o futuro dos sistemas de reforma e a modernização da contabilidade.	"<SPEAKER ID=177 LANGUAGE=""EN"" NAME=""Diamantopoulou"">"
ep-02-12-17.txt	603	. (EN) Senhor Presidente, a Comissão aprovou hoje uma análise global das estratégias dos Estados-Membros com vista a garantir pensões adequadas e sustentáveis.	<P>
ep-02-12-17.txt	604	O presente relatório é fruto de uma nova forma de cooperação entre os Estados-Membros, dado o consenso existente no sentido de que os sistemas de pensões devem permanecer sob a responsabilidade dos Estados-Membros, pelo que a União Europeia se circunscreverá a um papel de apoio aos Estados-Membros nos seus esforços com vista a uma reforma.	<P>
ep-02-12-17.txt	605	Isto, naturalmente, sem prejuízo das políticas comunitárias numa pluralidade de áreas com impacto sobre os actores políticos nacionais, incluindo a política do mercado interno e a sustentabilidade das finanças públicas, que é examinada no quadro das orientações gerais de política económica. Para além disso, a sustentabilidade financeira das pensões depende em larga medida do sucesso da estratégia europeia de emprego.	<P>
ep-02-12-17.txt	606	O apoio do Parlamento Europeu a esta abordagem é para mim motivo de grande satisfação, embora tenhamos ainda de encontrar um modo satisfatório de assegurar um maior envolvimento do Parlamento no método aberto de coordenação.	<P>
ep-02-12-17.txt	607	O acordo quanto à aplicação do método aberto de coordenação à questão das pensões foi alcançado no Conselho Europeu de Laeken, há um ano. Na ocasião, foram estabelecidos onze objectivos comuns, incluindo a adequação das pensões, a sua sustentabilidade financeira e a modernização dos sistemas de reforma tendo em vista adaptá-los às alterações verificadas no mercado de trabalho e na sociedade, particularmente para garantir que assegurem uma boa resposta às necessidades das mulheres.	<P>
ep-02-12-17.txt	608	Um conceito importante que informa o relatório no seu todo é o da existência de três diferentes dimensões: sustentabilidade, modernização e adequação das pensões. Já não há, apenas, a dimensão única que caracterizava até aqui as nossas políticas europeias, que se reconduzia ao quadro das finanças públicas.	<P>
ep-02-12-17.txt	609	Foi, igualmente, assente que os Estados-Membros apresentariam relatórios de estratégia nacionais, em que explanariam os modos pelos quais atingiriam os referidos objectivos comuns. Os relatórios nacionais foram apresentados em Setembro, e o documento hoje aprovado pela Comissão é uma análise das estratégias nacionais, objectivo por objectivo.	<P>
ep-02-12-17.txt	610	A Comissão não tinha por propósito classificar os Estados-Membros ou fazer-lhes prelecções. A aplicação às pensões do método aberto de coordenação não é um concurso de beleza. Os Estados-Membros têm de decidir por si mesmos que tipo de sistemas de pensões desejam. Mas o nosso relatório pretendeu salientar determinadas forças e fraquezas concretas dos sistemas e das políticas nacionais.	<P>
ep-02-12-17.txt	611	Os objectivos comuns podem ser alcançados por meio de uma larga gama de sistemas de pensões. Os Estados-Membros dispõem de regimes públicos forfetários abrangendo todos os residentes ou de regimes ligados aos rendimentos, em que as prestações são calculadas em função do emprego. Contam em graus diversos com fundos privados para complemento desses esquemas públicos. Os parceiros sociais desempenham um papel de importância variável nos sistemas de pensões nacionais.	<P>
ep-02-12-17.txt	612	O facto de, a despeito de tal diversidade de sistemas, termos sido capazes de acordar num conjunto de objectivos comuns prova que faz sentido falar de um modelo social europeu. A diversidade dos sistemas de pensões não nos impede de ter metas partilhadas neste importante domínio.	<P>
ep-02-12-17.txt	613	De modo geral, os relatórios de estratégia nacionais, mais que apresentar novas iniciativas políticas, descrevem o estado de coisas vigente. Os Estados-Membros envolveram na respectiva elaboração, não apenas diferentes departamentos governamentais como, também, parceiros sociais e outras partes interessadas e, nalguns casos, houve lugar a aprovação pelos parlamentos nacionais.	<P>
ep-02-12-17.txt	614	Uma importante conclusão que podemos extrair deste exercício é a de que os Estados-Membros têm capacidade para dar resposta a sociedades a atravessar um processo de envelhecimento, evitando o descalabro financeiro ou social dos seus sistemas de pensões.	<P>
ep-02-12-17.txt	615	O relatório tenta não ser nem excessivamente alarmista, nem demasiado complacente a respeito da situação dos sistemas de pensões. Na realidade, ele destaca um grande número de desenvolvimentos positivos, mas aponta, também, debilidades consideráveis. Em muitos países, não está assegurado o financiamento capaz das prestações de pensões futuras. Um modo muito eficiente de o assegurar seria elevar a idade de reforma. Com efeito, o cumprimento do objectivo de Barcelona de elevar em cinco anos a idade de abandono do mercado de trabalho solucionaria os nossos problemas de financiamento, identificados nas projecções relativas à despesa pública com pensões, do Comité de Política Económica. No entanto, só será possível atingi-lo se os Estados-Membros forem muito mais determinados nos esforços, não apenas para encorajar as pessoas mais idosas a permanecer mais tempo no mercado de trabalho, mas também para lhes proporcionar condições para isso. O Parlamento Europeu insistiu, acertadamente, na importância da saúde e da segurança, a este propósito, e na necessidade de adaptar o ambiente de trabalho às necessidades específicas dos trabalhadores mais idosos.	<P>
ep-02-12-17.txt	616	Muitos Estados-Membros têm, igualmente, de fazer mais no sentido de melhorar o acesso aos regimes profissionais de pensões, particularmente para trabalhadores atípicos, entre os quais as mulheres tendem a representar uma quota desproporcionada. A portabilidade dos direitos a pensões profissionais requer, também, novos aperfeiçoamentos e iremos debater com os parceiros sociais a nível europeu os modos de a promover.	<P>
ep-02-12-17.txt	617	O Parlamento Europeu insistiu particularmente na situação da mulher idosa. As mulheres tendem a viver mais que os homens; pelo que a maioria dos pensionistas são mulheres: uns 60% das pessoas com mais de 65 anos e quase dois terços das pessoas com mais de 75 anos. A dimensão género é, por conseguinte, objecto de muita atenção neste relatório. É de esperar um aumento dos direitos individuais a prestações de pensões das mulheres, graças ao aumento da sua integração no mercado de trabalho e à atenuação das diferenças de remuneração entre homens e mulheres. No entanto, a interrupção da carreira continua a tender a ser mais frequente por parte das mulheres que dos homens. Assim, continuará a ser importante atribuir pensões durante os períodos consagrados a funções ligadas à maternidade e manter os direitos derivados, sem os quais muitas mulheres idosas estariam em risco de cair na pobreza. No entanto, a nossa prioridade deve ser aumentar os direitos individuais a pensões oferecendo melhores oportunidade de emprego às mulheres.	<P>
ep-02-12-17.txt	618	Que vai acontecer agora a este relatório? O Conselho Europeu solicitou um relatório conjunto da Comissão e do Conselho. Assim, o próximo passo será o exame do texto da Comissão no Conselho, para se ter um relatório concluído a tempo para a reunião do Conselho Europeu em Março.	<P>
ep-02-12-17.txt	619	Não existe nenhum compromisso para uma segunda ronda de relatórios nacionais de estratégia a avaliar a nível europeu. No entanto, estamos apostados em proceder antes de 2005 à revisão dos objectivos comuns e dos métodos de trabalho, para servir de base a uma decisão sobre o futuro da cooperação neste domínio.	<P>
ep-02-12-17.txt	620	É nossa intenção cooperar com os países candidatos e submeter os respectivos sistemas ao mesmo exercício. Estamos, também, a trabalhar em indicadores comuns, que nos permitam medir os progressos dos Estados-Membros. Contudo, o consenso em matéria de indicadores comuns é muito difícil e não foi possível atingi-lo a tempo deste relatório.	"<SPEAKER ID=178 LANGUAGE=""IT"" NAME=""Della Vedova (NI)."">"
ep-02-12-17.txt	621	Senhor Presidente, Senhora Comissária, aprecio muito este relatório de um determinado ponto de vista, uma vez que assinala aquilo que constitui um duplo problema no que respeita aos sistemas de previdência: a sustentabilidade financeira e a adequação. Nós - e estou a pensar em países como a Alemanha ou, sobretudo, a Itália - estamos a preparar o terreno para gerações de reformados pobres. Iremos pedir contribuições cada vez mais altas para equilibrar as nossas contas, mas as pensões de reforma daí resultantes serão cada vez mais baixas. Iremos pedir um esforço titânico adicional de contribuições complementares. Penso que este relatório revela um optimismo excessivo. Não creio que estejamos a ser alarmistas. Temos de ver e indicar a realidade tal como ela é, e a realidade é que, na Europa - repito que estou a pensar, sobretudo, em países como a Itália ou a Alemanha -, estamos a preparar o terreno para os nossos reformados serem pobres, estamos a cavar novos buracos no nosso orçamento. Receio que tenham confiado demasiado nas previsões dos Estados-Membros.	"<SPEAKER ID=179 NAME=""Diamantopoulou"">"
ep-02-12-17.txt	622	Senhor Presidente, o relatório não é optimista nem pessimista. Temos aqui dois factores objectivos. O primeiro é o problema do envelhecimento da população e o segundo é o aumento da esperança de vida. Tendo em conta estes dois factores, os Estados-Membros adoptaram políticas específicas que apresentam como opção básica o aumento do limite de idade no mercado de trabalho - que na maior parte dos países é já considerado um pré-requisito -, a par de políticas tendentes a ajudar os mais velhos a permanecerem no mercado de trabalho. Penso que podemos evitar a redução das reformas se seguirmos a filosofia que acabo de referir.	"<SPEAKER ID=180 LANGUAGE=""EN"" NAME=""Bushill-Matthews (PPE-DE)."">"
